organisateur,etat_dossier,description_projet,zone_geo_projet,id_action,nom,description_action,lien_programme,est_dematerialisee,adresse,nom_commune,nom_departement,insee_dep,date_debut,date_fin,type_action_str,est_grand_public,public_cible_str,risque_cible_str,est_atelier_jeux,est_atelier_sensibilisation,est_conference,est_exercice_de_gestion_de_crise,est_exposition,est_formation,est_reunion_d_information,est_spectacle,est_visite_en_plein_air,est_visite_en_interieur,est_autre,est_tous_public,est_famille,est_jeune_public,est_seniors,est_risques_naturels,est_risques_technologiques,est_inondations,est_feux_de_foret,est_tempete_cyclone,est_seisme,est_eruption_volcanique,est_mouvement_de_terrain,est_risques_littoraux,est_avalanche,est_radon,est_accidents_industriels,est_accidents_nucleaires,est_rupture_de_barrage,est_transport_de_matieres_dangereuses,lat,lon
Mairie de Marvejols,accepte,"Informer de la bonne conduite à avoir face à un risque d'incendie, comment l'éviter, savoir donner l'alerte , la protection faces aux flammes et aux fumées.",48-LOZERE,13826417_A_1,La protection face au risque incendie sur la commune,"conduite à avoir face à un risque d'incendie, comment l'éviter, savoir donner l'alerte , la protection faces aux flammes et aux fumées.",,False,Marvejols salle polyvalente,Marvejols,Lozère,48,2023-10-19,2023-10-19,Atelier sensibilisation,False,"Scolaire, Personne vulnérable, Autres",Feux de forêt,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,
MAIRIE DE POINTE A PITRE,accepte,sensibilisation a la démarche grandeur nature,971-GUADELOUPE,13762410_A_1,exposition,"Exposé des tableaux relatant des faits marquant sur le territoire des évenements des différents catastroffes ( cyclone, tremblement de terre, inondation)",soraya.LADIRE@ville-pointeapitre.fr,False,Mairie de POINTE A PITRE,Pointe-à-Pitre,Guadeloupe,971,2023-10-12,2023-10-13,Exposition,True,Tous publics,Tempête/cyclone,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.2409916,-61.53362795170519
MAIRIE DE POINTE A PITRE,accepte,sensibilisation a la démarche grandeur nature,971-GUADELOUPE,13762410_A_2,Exercice d'évacuation,"après l'alerte la marche a suivre pour évacuer l'établissement, le packtage, le role de chacun",soraya.LADIRE@ville-pointeapitre.fr,False,Route de Lauricisque 97110 Pointe-à-Pitre,Pointe-à-Pitre,Guadeloupe,971,2023-10-13,2023-10-13,Exercice de gestion de crise,False,Salarié,Inondations,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Saint-Etienne Métropole,accepte,"Le PLOUF 42 est une opération de sensibilisation aux risques d’inondations prenant la forme d’un village-forum et à destination des scolaires de la vallée de l’Ondaine (classes de CE2, CM1, CM2) et du grand public, organisée les 12, 13 et 14 octobre à la salle La Forge au Chambon-Feugerolles. Constituée d’une douzaine d’ateliers ludiques et pédagogiques animés par Saint-Etienne Métropole, l’IFFO-RME, la Direction Départementale des Territoires de la Loire et les partenaires de l’évènement, cette opération de sensibilisation va permettre de développer la culture du risque en abordant les 3 temps de la crue. Une pièce de théâtre sur les risques majeurs permettra de clôturer l’évènement le 14 octobre. ",42-LOIRE,13296754_A_1,PLOUF 42,"L’action consiste à animer une douzaine d’ateliers sur la thématique du risque inondations. L’ensemble des ateliers doivent permettre, aux enfants comme aux plus grands, d’aborder diverses notions associées aux inondations telles que les notions de bassin versant, de zone humide, de hauteur d’eau, de vitesses d’écoulement, etc. Les 3 temps de la crue seront travaillés à travers les ateliers : la prévention avant la crue, l’alerte et la gestion de crise pendant la crue puis la reconstruction post-crue. Une initiation aux gestes qui sauvent sera également proposée dans le cadre de certains ateliers. Les classes pourront suivre les ateliers sur une demi-journée avec un temps de parcours d’environ 2h. Les classes ciblées sont celles de CE2, CM1 et CM2.",https://www.semlemag.fr/express/plouf-une-sensibilisation-aux-risques-dinondation/,False,92 Rue de la République 42500 Le Chambon-Feugerolles,Le Chambon-Feugerolles,Loire,42,2023-10-12,2023-10-14,"Atelier sensibilisation, Spectacle",True,Tous publics,Inondations,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45.39553695,4.314579587188847
ArianeGroup SAS,en_instruction,Informer les collectivités locales sur les activités de l'établissement et les risques associés. Présenter les dispositif techniques mis en place pour maîtriser les risques et l'organisation opérationnelle de traitement d'une crise liée à un accident majeur. Sensibiliser nos interlocuteurs à la nécessité d'informer leurs concitoyens sur les mesures à mettre en œuvre en cas d'accident majeur.,27-EURE,13497119_A_1,Accroître la cultures des risques issus des activités ArianeGroup des collectivités locales,1) Présentation des activités ArianeGroup et de la nature des risques associés et des moyens de s'en protéger 2) Information sur les dispositif mis en œuvre pour la maîtrise de ces risques 3) Présentation de l'organisation mise en place pour la gestion d'une crise 4) Visite des installations d'essais,,False,Foret de Vernon 27200 Vernon,Vernon,Eure,27,2023-10-12,2023-10-12,"Conférence, Visite en plein air, Réunion d'information",False,"Elu, Autres",Inondations,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,49.0988395,1.4845218546425523
FRANCE NATURE ENVIRONNEMENT BOURGOGNE FRANCHE-COMTE ,en_construction,"Organisation d'une conférence-débat dans plusieurs départements du territoire Bourgogne-Franche-Comté en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",25-DOUBS,13846600_C_1,Conférence-débat sur la résilience du territoire en Haute-Saone,"Organisation d'une conférence-débat en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",,False,Vesoul,Vesoul,Haute-Saône,70,2024-05-08,2024-05-08,Conférence,True,Tous public,"Inondations, Feux de forêt, Inondations, Feux de forêt",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,47.6197395,6.1544694
FRANCE NATURE ENVIRONNEMENT BOURGOGNE FRANCHE-COMTE ,en_construction,"Organisation d'une conférence-débat dans plusieurs départements du territoire Bourgogne-Franche-Comté en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",25-DOUBS,13846600_C_2,Conférence-débat sur la résilience du territoire en Haute-Saone,"Organisation d'une conférence-débat en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",,False,Dijon,Dijon,Côte-d’Or,21,2024-05-08,2024-05-08,Conférence,True,Tous public,"Inondations, Feux de forêt, Inondations, Feux de forêt",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,47.3215806,5.0414701
FRANCE NATURE ENVIRONNEMENT BOURGOGNE FRANCHE-COMTE ,en_construction,"Organisation d'une conférence-débat dans plusieurs départements du territoire Bourgogne-Franche-Comté en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",25-DOUBS,13846600_C_3,Conférence-débat sur la résilience du territoire en Haute-Saone,"Organisation d'une conférence-débat en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",,False,Macon,Mâcon,Saône-et-Loire,71,2024-05-08,2024-05-08,Conférence,True,Tous public,"Inondations, Feux de forêt, Inondations, Feux de forêt",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,46.3036683,4.8322266
FRANCE NATURE ENVIRONNEMENT BOURGOGNE FRANCHE-COMTE ,en_construction,"Organisation d'une conférence-débat dans plusieurs départements du territoire Bourgogne-Franche-Comté en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",25-DOUBS,13846600_C_4,Conférence-débat sur la résilience du territoire en Haute-Saone,"Organisation d'une conférence-débat en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",,False,Besançon,Besançon,Doubs,25,2024-05-08,2024-05-08,Conférence,True,Tous public,"Inondations, Feux de forêt, Inondations, Feux de forêt",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,47.2380222,6.0243622
FRANCE NATURE ENVIRONNEMENT BOURGOGNE FRANCHE-COMTE ,en_construction,"Organisation d'une conférence-débat dans plusieurs départements du territoire Bourgogne-Franche-Comté en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",25-DOUBS,13846600_C_5,Conférence-débat sur la résilience du territoire en Haute-Saone,"Organisation d'une conférence-débat en mobilisant des personnes ressources sur le sujet de la résilience, invitant toutes les parties prenantes de la société (associations, élus, entreprises, scientifiques, institutions, etc.) à cet évènement pour permettre une appropriation de la résilience et des risques, mettre en lumière l’approche transversale de larésilience, sensibiliser les citoyens aux risques naturels et technologiques. ",,False,Lons-le-Saunier,Lons-le-Saunier,Jura,39,2024-05-08,2024-05-08,Conférence,True,Tous public,"Inondations, Feux de forêt, Inondations, Feux de forêt",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,46.6727037,5.5589973
Académie de Martinique,accepte,"Jeu sérieux sous la forme d'une boite à ouvrir en 30 minutes pour découvrir, à travers d'enigmes, les conduites à tenir en cas d'aléas : séisme, volcan, technologique...",972-MARTINIQUE,13850612_A_1,Escape Box Risk,Diffusion des escape box dans les établissements scolaires sous forme de prêt,https://www.ac-martinique.fr/,False,Les Escape Box sont à emprunter et à retirer au rectorat,Fort-de-France,Martinique,972,2023-10-13,2024-07-12,"Atelier Jeux, Atelier sensibilisation",True,Tous publics,"Inondations, Séisme, Éruption volcanique, Risques littoraux, Inondations, Séisme, Éruption volcanique, Risques littoraux",True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,,
Mairie d'Albertville,accepte,"Le projet ""Radio risques"" porté par la ville d'Albertville s'inscrit dans le cadre de sa politique d'information préventive de la population sur les risques majeurs. Ce projet cible le public des écoles primaires de la ville. Il se déroulera sur 2 années scolaires. Les classes préparerons une émission thématique (risque innondation, risque sésime, risque mouvement de terrain...) diffusée chaque jour de la semaine du 13 octobre 2024  sur RTL2 Massifs de Savoie. ",73-SAVOIE,13847758_A_1,Radio risques,"Le projet ""Radio risques"" porté par la ville d'Albertville s'inscrit dans le cadre de sa politique d'information préventive de la population sur les risques majeurs. Ce projet cible le public des écoles primaires de la ville. Il se déroulera sur 2 années scolaires. Les classes préparerons une émission thématique (risque innondation, risque sésime, risque mouvement de terrain...) diffusée chaque jour de la semaine du 13 octobre 2024  sur RTL2 Massifs de Savoie. ",,False,Mairie d'Albertville,Albertville,Savoie,73,2023-10-13,2023-10-13,Autre,False,Scolaire,"Inondations, Mouvement de terrain, Tempête/cyclone, Feux de forêt, Séisme",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,45.675544,6.392589087912089
Résiliacteurs43,en_construction,"Le projet articule un ensemble d'actions diverses (dépliant, podcast, atelier Fresque AgriAlim, conférence et tenue de stand) à la fois localisées et dématérialisées afin de sensibiliser le grand public aux risques majeurs pouvant engendrer une rupture de l'approvisionnement alimentaire. Nos actions viseront les citoyens acteurs de leur propre sécurité.",43-HAUTE-LOIRE,13272160_A_1,Dépliant : Rupture de l'approvisionnement alimentaire : comprendre les risques et se préparer ,"Ce dépliant permettra de présenter les risques majeurs qui pourraient entrainer un rupture de l'approvisionnement alimentaire (black out, pandémie, cyber attaque, perturbation climatique, crise énergétique) Il permettra également de connaitre les bonnes pratiques pour les anticiper et y faire face. Il sera mis à disposition dans les lieux publics, distribués sur les marchés et les commerçants.",,True,,,,,2023-10-01,2024-10-01,Autre,True,Tous publics,"Inondations, Tempête/cyclone, Feux de forêt, Inondations, Tempête/cyclone, Feux de forêt",False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,,
Résiliacteurs43,en_construction,"Le projet articule un ensemble d'actions diverses (dépliant, podcast, atelier Fresque AgriAlim, conférence et tenue de stand) à la fois localisées et dématérialisées afin de sensibiliser le grand public aux risques majeurs pouvant engendrer une rupture de l'approvisionnement alimentaire. Nos actions viseront les citoyens acteurs de leur propre sécurité.",43-HAUTE-LOIRE,13272160_A_2,,"Message audio d'une trentaine de secondes pour présenter les risques majeurs qui pourraient entrainer un rupture de l'approvisionnement alimentaire (black-out pandemie cyber attacque, perturbation climatique, crise énergétique). Il permettra également de connaître les bonnes pratiques pour les anticiper et y faire face.",,True,,,,,2023-10-13,2023-10-20,Podcast,True,Tous publics,"Inondations, Feux de forêt, Tempête/cyclone, Inondations, Feux de forêt, Tempête/cyclone",False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,,
Résiliacteurs43,en_construction,"Le projet articule un ensemble d'actions diverses (dépliant, podcast, atelier Fresque AgriAlim, conférence et tenue de stand) à la fois localisées et dématérialisées afin de sensibiliser le grand public aux risques majeurs pouvant engendrer une rupture de l'approvisionnement alimentaire. Nos actions viseront les citoyens acteurs de leur propre sécurité.",43-HAUTE-LOIRE,13272160_A_3,Atelier Fresque Agri'Alim,Ateleir de sensibilisation aux problématiques liées à la fragilité de notre système agroalimentaire ; durée 3h ; public adulte.,,False,Centre Pierre Cardinal,Le Puy-en-Velay,Haute-Loire,43,2023-10-13,2023-10-13,Atelier sensibilisation,True,Tous publics,"Inondations, Feux de forêt, Tempête/cyclone, Inondations, Feux de forêt, Tempête/cyclone",False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,45.04522445,3.8870247697291673
Résiliacteurs43,en_construction,"Le projet articule un ensemble d'actions diverses (dépliant, podcast, atelier Fresque AgriAlim, conférence et tenue de stand) à la fois localisées et dématérialisées afin de sensibiliser le grand public aux risques majeurs pouvant engendrer une rupture de l'approvisionnement alimentaire. Nos actions viseront les citoyens acteurs de leur propre sécurité.",43-HAUTE-LOIRE,13272160_A_4,Vulnérabilités de notre système alimentaire face aux risques majeurs,"Conférence d'une 1h environ présentant les vulnérabilités de notre système alimentaire face aux risques majeurs, suivi d'un débat",,False,Centre Pierre Cardinal,Le Puy-en-Velay,Haute-Loire,43,2023-10-13,2023-10-13,Conférence,True,Tous publics,"Inondations, Feux de forêt, Tempête/cyclone, Inondations, Feux de forêt, Tempête/cyclone",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,45.04522445,3.8870247697291673
Résiliacteurs43,en_construction,"Le projet articule un ensemble d'actions diverses (dépliant, podcast, atelier Fresque AgriAlim, conférence et tenue de stand) à la fois localisées et dématérialisées afin de sensibiliser le grand public aux risques majeurs pouvant engendrer une rupture de l'approvisionnement alimentaire. Nos actions viseront les citoyens acteurs de leur propre sécurité.",43-HAUTE-LOIRE,13272160_A_5,,Tenue d'un stand de sensibilisation à la préfecture lors de la journée nationale de la résilience,,False,"Préfecture 6, avenue du Général-de-Gaulle",Le Puy-en-Velay,Haute-Loire,43,2023-10-13,2023-10-13,Exposition,True,Tous publics,"Inondations, Feux de forêt, Tempête/cyclone, Inondations, Feux de forêt, Tempête/cyclone",False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,45.0406915,3.8835799
SDIS de la Marne,accepte,"Evacuation d'habitants confrontés à l'inondation de leur logement au moyen d'embarcations et de sauveteurs acquatiques de surface à Châlons-en-Champagne, ville confrontée aux risques d'inondation",51-MARNE,13151863_A_1,Démonstration d'évacuations de personnes sinistrées ,"Evacuation d'habitants confrontés à l'inondation de leur logement au moyens d'embarcations et de sauveteurs acquatiques de surface à Châlons-en-Champagne, ville confrontée aux risques d'inondation",https://www.sdis51.fr/,False,"Rond point de la Dignité, 5100 Châlons en Champagne",Châlons-en-Champagne,Marne,51,2023-10-13,2023-10-13,"Atelier sensibilisation, Exercice de gestion de crise",True,Tous publics,Inondations,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
SDIS de la Marne,accepte,"Evacuation d'habitants confrontés à l'inondation de leur logement au moyen d'embarcations et de sauveteurs acquatiques de surface à Châlons-en-Champagne, ville confrontée aux risques d'inondation",51-MARNE,13151863_A_2,Actions de sensibilisation aux gestes qui sauvent,Organisation de 15 sessions dans plusieurs centres d'incendie et de secours du département,https://www.sdis51.fr/,False,Route de Montmirail 51510 Fagnières,Fagnières,Marne,51,2023-01-01,2023-12-31,"Atelier sensibilisation, Formation, Atelier Jeux, Visite en plein air, Visite en intérieur",True,Tous publics,Inondations,True,True,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,48.953553,4.3265058
Communauté d'agglomération Val de Garonne,accepte,"Dans le cadre de la journée nationale de la résilience Val de Garonne Agglomération désire organiser une journée de sensibilisation autour des risques naturels (principalement inondation) à destination des scolaires. L’objectif de cette journée est que les collégiens, qui vivent pour beaucoup en zone inondable de Garonne, sachent se préparer à la survenance d’une catastrophe, qu’ils connaissent les bons réflexes, qu’ils développent la résilience collective aux catastrophes mais aussi qu’ils comprennent le phénomène de la crue.  Afin de sensibiliser le grand public, et notamment les publics qui suivent les réseaux socios souvent moins présents lors des réunions publiques, moins adaptes de la presse écrite… une campagne de sensibilisation en ligne sera menée durant la semaine autour du 13 octobre.",47-LOT-ET-GARONNE,13854842_A_1,Sensibilisation des scolaires au risque inondation,"Une journée de sensibilisation autour des risques naturels (principalement inondation) à destination des scolaires sera organisée. L’objectif de cette journée est que les collégiens, qui vivent pour beaucoup en zone inondable de Garonne, sachent se préparer à la survenance d’une catastrophe, qu’ils connaissent les bons réflexes, qu’ils développent la résilience collective aux catastrophes mais aussi qu’ils comprennent le phénomène de la crue.  En partenariat avec plusieurs acteurs, et notamment la mairie de Couthures-sur-Garonne, le site Fous de Garonne, l’Education nationale, le SDIS de Lot-et-Garonne, les Sauveteurs de Couthures-sur-Garonne / Gaujac et des associations d’éducation à l’environnement les collégiens pourront bénéficier de plusieurs animations : o	Fous de Garonne ; o	Echanges avec les sauveteurs de Couthures-sur-Garonne / Gaujac ; o	Sensibilisation par les pompiers aux gestes qui sauvent ; o	Sensibilisation sur les risques majeurs et les comportements ; o	Comprendre le fonctionnement des cours d’eau et des crues.",,False,Rue de la Poste 47180 Couthures-sur-Garonne,Couthures-sur-Garonne,Lot-et-Garonne,47,2023-10-10,2023-10-10,"Atelier sensibilisation, Exercice de gestion de crise, Atelier Jeux",False,Scolaire,Inondations,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44.5141515,0.0759175
Communauté d'agglomération Val de Garonne,accepte,"Dans le cadre de la journée nationale de la résilience Val de Garonne Agglomération désire organiser une journée de sensibilisation autour des risques naturels (principalement inondation) à destination des scolaires. L’objectif de cette journée est que les collégiens, qui vivent pour beaucoup en zone inondable de Garonne, sachent se préparer à la survenance d’une catastrophe, qu’ils connaissent les bons réflexes, qu’ils développent la résilience collective aux catastrophes mais aussi qu’ils comprennent le phénomène de la crue.  Afin de sensibiliser le grand public, et notamment les publics qui suivent les réseaux socios souvent moins présents lors des réunions publiques, moins adaptes de la presse écrite… une campagne de sensibilisation en ligne sera menée durant la semaine autour du 13 octobre.",47-LOT-ET-GARONNE,13854842_A_2,Sensibilisation du grand public au risque inondation,"Une campagne de sensibilisation « grand public » sera menée sur la page facebook de l’Agglomération dans la semaine autour du 13 octobre, des posts réguliers seront mis en ligne : o	Historique des crues ; o	Retour sur la crue de 2021 ; o	Les démarches après sinistre ; o	Comment se préparer en famille ; o	Diffusion des interviews réalisées lors de la précédente journée de la résilience de 2022 (sauveteurs, pompiers…).  Ces posts permettront de sensibiliser le plus grand nombre, et notamment les populations qui s’informent principalement via les réseaux socios du risque inondation de notre territoire et des comportements à adopter.",,True,,,,,2023-10-09,2023-10-15,Autre,True,Tous publics,Inondations,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
DEAL Martinique,accepte,Forum d'information et de sensibilisation des scolaires et du grand public sur les spécificités des risques naturels et technologiques en Martinique et les bons gestes à adopter. ,972-MARTINIQUE,13878996_A_1,Forum d'information et de sensibilisation sur les risques présents en Martinique ,"Composé de stands qui représenteront différents risques, l'objectif est de proposer des animations accessibles, ludiques, et pédagogiques pour un public scolaire mais également à destination du grand public.",,False,Centre Ccial la Galleria 97232 Le Lamentin,Le Lamentin,Martinique,972,2023-10-13,2023-10-13,Atelier sensibilisation,True,Tous publics,"Séisme, Éruption volcanique, Inondations, Mouvement de terrain, Tempête/cyclone, Risques littoraux, Séisme, Éruption volcanique, Inondations, Mouvement de terrain, Tempête/cyclone, Risques littoraux",False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,,
Association RESILIANCES ,accepte,L'association RESILIANCES et l'Entente Oise-Aisne mettent en place une expérimentation consistant à auditer 10 entreprises en vue d'évaluer leur niveau de résilience face au risque d'inondation au moyen du RESISCORE. ,60-OISE,13889197_A_1,RESISCORE dans la Vallée de l'Oise,Cette action consiste à identifier les entreprises et s'entretenir avec les dirigeants et responsable QSE pour qu'ils répondent à un questionnaire d'évaluation concernant les mesures structurelles et organisationnelles mises en oeuvre face aux risques majeurs. Les réponses aux questions permettent de déterminer un score. ,https://www.association-resiliances.org/Agir/RESISCORE-L-audit-de-l-entreprise-face-aux-Risques-Majeurs/L-audit-de-l-entreprise-face-aux-risques-majeurs,False,Sur le territoire de la Vallée de l'Oise : deux départements : Oise et Aisne,Beauvais,Oise,60,2023-10-13,2024-03-31,Autre,False,Salarié,"Inondations, Inondations",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,,
COMMUNE DE LA COURNEUVE,en_construction,"La ville de La Courneuve est concernée par des risques naturels (mouvements de terrain, remontées de nappes, ...) moyens mais comprend un grand nombre de risques industriels, est traversée par de nombreuses infrastructures et portent des risques sociaux forts. Après avoir établi son plan communal de sauvegarde et communiqué avec les partenaires, on constate que le caractère opérationnel de l'action n'est pas ancré. La connaissance de la ville, les difficultés populaires et la solidarité associative rendent la ville ""débrouillarde"" en cas d'incident/d'accident qui lui assure de s'en sortir. Néanmoins, aucune culture du risque n'est véritablement présente et la lecture des documents de référence n'est pas réalisée par les acteurs. Il s'agit donc de rendre les cas plus concrets par des exercices, des supports réflexes, des cartographies. Il est donc proposé d'établir des ""classeurs"" distincts pour les rôles de référence (Chef PC, RAC, cellules de crise, ..) pour faire un premier test ""sur table"". L'idéal serait de se faire accompagner par un prestataire pour cet exercice pour un scenario réaliste, une analyse efficace des besoins et le retour d'expérience partagé plus entendu. ",93-SEINE-SAINT-DENIS,13797924_A_1,Etablissement de classeurs pour chaque rôle/entité des acteurs de crise,"Comme indiqué précédemment, l'objectif c'est d'accompagner chaque acteur (chef PC, RAC, secrétariat, cellules de communication/de renseignement/logistique/RH/population) à s'appuyer sur un socle d'informations opérationnelles. Cela comprendrait des cartographies de la ville détaillées avec les lieux d'accueil, les gardiens les risques, ...la description de chaque rôle, les fiches réflexes générales et pour chaque risque ciblé, les documents permettant de suivre l'évènement et d'enregistrer les actions, ...Ces documents seraient alors présentés en réunion pour une meilleure appropriation",,False,Avenue de la République 93120 La Courneuve,La Courneuve,Seine-Saint-Denis,93,2023-09-01,2023-10-30,Réunion d'information,False,Elu,"Mouvement de terrain, Inondations, Mouvement de terrain, Inondations",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,48.9269169,2.3897656
COMMUNE DE LA COURNEUVE,en_construction,"La ville de La Courneuve est concernée par des risques naturels (mouvements de terrain, remontées de nappes, ...) moyens mais comprend un grand nombre de risques industriels, est traversée par de nombreuses infrastructures et portent des risques sociaux forts. Après avoir établi son plan communal de sauvegarde et communiqué avec les partenaires, on constate que le caractère opérationnel de l'action n'est pas ancré. La connaissance de la ville, les difficultés populaires et la solidarité associative rendent la ville ""débrouillarde"" en cas d'incident/d'accident qui lui assure de s'en sortir. Néanmoins, aucune culture du risque n'est véritablement présente et la lecture des documents de référence n'est pas réalisée par les acteurs. Il s'agit donc de rendre les cas plus concrets par des exercices, des supports réflexes, des cartographies. Il est donc proposé d'établir des ""classeurs"" distincts pour les rôles de référence (Chef PC, RAC, cellules de crise, ..) pour faire un premier test ""sur table"". L'idéal serait de se faire accompagner par un prestataire pour cet exercice pour un scenario réaliste, une analyse efficace des besoins et le retour d'expérience partagé plus entendu. ",93-SEINE-SAINT-DENIS,13797924_A_2,Exercice sur table,"Afin d'éviter la démotivation liée à une gestion de crise en exercice ""catastrophique"", il apparait nécessaire de préparer doucement une simulation de gestion de crise. L'objectif est qu'après une explication en groupe, une distribution des rôles, on puisse se faire accompagner par un prestataire spécialisé pour établir un scenario adapté au territoire, animer la session avec des arrivées d'informations (arrivées de messages, de nouveaux incidents, ...) et faire ensuite le retour d'expérience et des préconisations à l'administration et aux élus.  En parallèle, un exercice simplifié serait également réalisé en interne auprès du comité de direction pour sensibiliser les cadres aux risques, à la nécessaire réactivité, à l'action adaptée et à la sécurisation des personnes et des actes ",,False,Avenue de la République 93120 La Courneuve,La Courneuve,Seine-Saint-Denis,93,2023-10-01,2023-10-31,"Exercice de gestion de crise, Formation",False,"Elu, Salarié","Mouvement de terrain, Mouvement de terrain",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,48.9269169,2.3897656
